City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
149,Abu Dhabi,AE,2022-04-03 22:05:54,24.4667,54.3667,73.96,88,55,2.3
150,Hithadhoo,MV,2022-04-03 22:00:56,-0.6,73.0833,82.74,70,32,5.48
151,Sinazongwe,ZM,2022-04-03 22:05:56,-17.2614,27.4618,76.26,75,61,4.74
152,Aldama,MX,2022-04-03 22:05:56,22.9167,-98.0667,89.49,49,49,14.2
153,Mayor Pablo Lagerenza,PY,2022-04-03 21:55:55,-19.9309,-60.7718,90.57,36,7,8.95
154,Georgetown,MY,2022-04-03 22:05:50,5.4112,100.3354,76.95,88,20,3.44
155,Gigante,CO,2022-04-03 22:05:57,2.3868,-75.5453,80.35,73,96,1.03
156,Doha,QA,2022-04-03 22:05:12,25.2867,51.5333,78.78,17,0,5.75
157,Kamaishi,JP,2022-04-03 22:05:57,39.2667,141.8833,46.24,90,100,4.99
158,Banjar,ID,2022-04-03 22:05:58,-8.19,114.9675,75.18,88,18,3.11
159,Pionerskiy,RU,2022-04-03 22:05:58,54.9508,20.2275,31.84,75,80,14.79
160,San Patricio,US,2022-04-03 22:05:59,28.017,-97.5169,86.18,50,0,14.63
161,Perundurai,IN,2022-04-03 22:03:03,11.2667,77.5833,78.98,73,69,5.88
162,Warwick,US,2022-04-03 22:02:57,41.7001,-71.4162,45.75,82,100,5.75
163,Yerbogachen,RU,2022-04-03 22:05:59,61.2767,108.0108,6.53,93,96,7.72
164,Jining,CN,2022-04-03 22:05:59,35.405,116.5814,44.38,78,36,8.12
165,Cooma,AU,2022-04-03 22:06:00,-36.2333,149.1333,52.72,88,100,10.69
166,Puri,IN,2022-04-03 22:06:00,19.8,85.85,82.92,87,12,16.87
167,Nuuk,GL,2022-04-03 22:06:00,64.1835,-51.7216,36.21,87,0,11.5
168,Tilichiki,RU,2022-04-03 22:06:01,60.4667,166.1,14.7,79,98,6.08
169,Tautira,PF,2022-04-03 22:06:01,-17.7333,-149.15,82.08,75,33,14.14
170,Airai,TL,2022-04-03 22:06:02,-8.9266,125.4092,56.97,77,28,1.61
171,Cervo,ES,2022-04-03 22:06:02,43.6702,-7.4101,47.97,61,36,19.75
172,Forio,IT,2022-04-03 22:06:02,40.7342,13.8646,49.44,80,100,3.0
173,Mar Del Plata,AR,2022-04-03 22:06:03,-38.0023,-57.5575,59.02,72,75,15.99
174,Puerto Cabezas,NI,2022-04-03 22:06:03,14.0351,-83.3888,82.49,67,18,8.34
175,Green River,US,2022-04-03 22:06:04,41.5286,-109.4662,54.0,27,3,3.0
176,Constitucion,CL,2022-04-03 22:06:04,-35.3333,-72.4167,60.4,50,0,19.66
177,San Ramon,US,2022-04-03 22:06:04,37.7799,-121.978,81.48,39,0,12.66
178,Kuah,MY,2022-04-03 22:06:05,6.3265,99.8432,80.02,77,97,3.96
179,Kavieng,PG,2022-04-03 22:07:05,-2.5744,150.7967,82.29,73,99,4.68
180,Banda Aceh,ID,2022-04-03 22:07:05,5.5577,95.3222,77.79,80,100,6.71
181,Taunggyi,MM,2022-04-03 22:07:06,20.7833,97.0333,61.66,67,53,4.16
182,Ugoofaaru,MV,2022-04-03 22:05:50,5.6667,73.0,82.54,70,8,3.02
183,Ambo,PE,2022-04-03 22:07:06,-10.1308,-76.2047,67.51,77,79,8.14
184,Kupang,ID,2022-04-03 22:07:07,-10.1667,123.5833,76.23,84,30,1.79
185,Kodiak,US,2022-04-03 22:07:07,57.79,-152.4072,36.91,81,100,9.22
186,Turukhansk,RU,2022-04-03 22:07:08,65.8167,87.9833,-6.63,100,29,4.83
187,Provideniya,RU,2022-04-03 22:04:02,64.3833,-173.3,10.51,67,0,13.42
188,Dutlwe,BW,2022-04-03 22:07:08,-23.9833,23.9,64.38,90,100,9.55
189,Dinar,TR,2022-04-03 22:07:08,38.065,30.1656,49.96,45,86,10.16
190,Neuquen,AR,2022-04-03 22:07:09,-38.9516,-68.0591,64.29,24,0,12.66
191,Fairbanks,US,2022-04-03 22:05:01,64.8378,-147.7164,26.24,56,0,5.75
192,Port Hardy,CA,2022-04-03 22:02:10,50.6996,-127.4199,43.83,77,80,9.26
193,Ulladulla,AU,2022-04-03 22:07:09,-35.35,150.4667,59.77,59,100,8.9
194,Agadir,MA,2022-04-03 22:02:42,30.4202,-9.5982,61.25,75,31,3.94
195,Chuy,UY,2022-04-03 22:07:10,-33.6971,-53.4616,67.01,81,96,6.22
196,Srednekolymsk,RU,2022-04-03 21:58:20,67.45,153.6833,-4.92,98,96,2.95
197,Wright,US,2022-04-03 22:07:10,45.1833,-93.9502,37.58,89,100,6.91
198,Aabenraa,DK,2022-04-03 22:07:11,55.0443,9.4174,42.71,89,100,16.08
199,Marzuq,YE,2022-04-03 22:07:11,14.4,46.4667,68.23,34,2,5.14
200,Svetlogorsk,BY,2022-04-03 22:07:12,52.6333,29.7333,26.22,86,100,6.44
201,Charlestown,AU,2022-04-03 22:02:09,-32.95,151.6667,69.12,68,12,8.01
202,Newport,GB,2022-04-03 22:04:36,51.5877,-2.9984,45.68,74,100,12.55
203,Znamenskoye,RU,2022-04-03 22:07:12,57.1281,73.8282,34.75,99,100,8.5
204,Mezen,RU,2022-04-03 22:07:13,65.8522,44.24,6.78,98,89,3.2
205,Arraial Do Cabo,BR,2022-04-03 21:59:33,-22.9661,-42.0278,78.76,88,40,6.91
206,Belmonte,BR,2022-04-03 22:07:13,-15.8631,-38.8828,77.92,82,2,8.08
207,Poum,NC,2022-04-03 21:58:23,-20.2333,164.0167,82.35,82,100,18.01
208,Slave Lake,CA,2022-04-03 22:03:52,55.2834,-114.769,48.07,53,81,10.69
209,Burgeo,CA,2022-04-03 22:07:14,47.6167,-57.6152,33.03,83,15,20.18
210,Pangnirtung,CA,2022-04-03 21:59:32,66.1451,-65.7125,24.26,94,100,2.46
211,Nouadhibou,MR,2022-04-03 21:59:11,20.931,-17.0347,66.18,88,0,10.36
212,Nyurba,RU,2022-04-03 22:07:14,63.2842,118.3319,-7.91,100,99,2.46
213,Linhares,BR,2022-04-03 22:07:14,-19.3911,-40.0722,74.8,85,7,3.69
214,Umm Kaddadah,SD,2022-04-03 21:58:26,13.6017,26.6876,83.66,10,84,11.52
215,Lebu,CL,2022-04-03 22:07:15,-37.6167,-73.65,54.95,70,0,18.77
216,Santa Fe,AR,2022-04-03 22:05:32,-31.6333,-60.7,75.0,63,28,3.0
217,Vao,NC,2022-04-03 22:07:15,-22.6667,167.4833,79.39,87,79,17.52
218,Seoul,KR,2022-04-03 22:02:37,37.5683,126.9778,36.84,50,0,2.15
219,Deputatskiy,RU,2022-04-03 21:58:38,69.3,139.9,-13.0,99,71,0.98
220,Ebensee,AT,2022-04-03 22:07:16,47.8072,13.779,33.67,98,98,2.13
221,Innisfail,AU,2022-04-03 22:06:55,-17.5333,146.0333,78.35,82,46,3.47
222,Meulaboh,ID,2022-04-03 22:07:16,4.1363,96.1285,74.12,85,100,3.31
223,Leningradskiy,RU,2022-04-03 22:07:17,69.3833,178.4167,-11.06,98,91,3.0
224,Namibe,AO,2022-04-03 22:02:09,-15.1961,12.1522,70.95,79,100,6.87
225,Nemuro,JP,2022-04-03 22:08:17,43.3236,145.575,37.09,78,0,15.19
226,Lorengau,PG,2022-04-03 22:08:17,-2.0226,147.2712,81.14,76,100,1.43
227,Saint George,US,2022-04-03 22:06:58,37.1041,-113.5841,75.94,20,0,5.75
228,Danville,US,2022-04-03 22:06:13,36.586,-79.395,65.05,23,0,16.11
229,Barcelos,PT,2022-04-03 22:08:18,41.5388,-8.6151,50.14,68,67,8.12
230,Perth,AU,2022-04-03 22:03:41,-31.9333,115.8333,69.98,79,100,14.97
231,Mabai,CN,2022-04-03 22:08:19,23.0128,104.4508,44.01,76,0,1.45
232,Roebourne,AU,2022-04-03 22:08:19,-20.7833,117.1333,79.83,70,0,8.63
233,Port Alfred,ZA,2022-04-03 22:04:00,-33.5906,26.891,66.18,93,97,1.01
234,Urumqi,CN,2022-04-03 22:06:03,43.801,87.6005,50.95,37,0,8.95
235,Sungaipenuh,ID,2022-04-03 22:07:20,-2.0833,101.3833,61.27,88,59,2.64
236,Sola,VU,2022-04-03 22:08:20,-13.8833,167.55,80.08,76,100,11.74
237,Russell,US,2022-04-03 22:08:20,32.3502,-85.1999,76.15,34,0,10.36
238,Tura,IN,2022-04-03 21:59:41,25.5198,90.2201,68.5,97,21,6.4
239,Longyearbyen,SJ,2022-04-03 21:59:38,78.2186,15.6401,8.44,52,20,20.71
240,Barreirinha,BR,2022-04-03 22:08:21,-2.7933,-57.07,73.89,98,100,2.48
241,Chamba,IN,2022-04-03 22:08:21,32.5667,76.1333,63.93,30,0,10.74
242,Hamilton,US,2022-04-03 22:06:46,39.1834,-84.5333,58.87,44,40,9.22
243,Viransehir,TR,2022-04-03 22:08:22,37.2353,39.7631,56.12,62,100,4.36
244,Methala,IN,2022-04-03 22:08:22,10.2166,76.2166,75.2,93,84,2.62
245,Bayugan,PH,2022-04-03 22:08:23,8.7561,125.7675,71.28,97,95,1.5
246,Boromo,BF,2022-04-03 22:08:23,11.75,-2.9333,90.36,39,100,9.51
247,Iqaluit,CA,2022-04-03 22:08:23,63.7506,-68.5145,19.9,86,53,4.09
248,Kanker,IN,2022-04-03 22:08:24,20.2719,81.4931,78.62,19,80,4.12
249,Bubaque,GW,2022-04-03 22:08:24,11.2833,-15.8333,75.02,74,18,24.14
250,Areka,ET,2022-04-03 22:08:25,7.0667,37.7,67.66,52,98,2.77
251,Vostok,RU,2022-04-03 22:08:25,46.4856,135.8833,33.91,77,0,6.22
252,Hettstedt,DE,2022-04-03 22:08:25,51.65,11.5,37.87,91,92,9.69
253,Noshiro,JP,2022-04-03 22:06:42,40.2039,140.0242,43.38,60,10,4.65
254,Genhe,CN,2022-04-03 22:08:26,50.7833,121.5167,23.14,71,82,6.64
255,Katsuura,JP,2022-04-03 22:08:26,35.1333,140.3,48.22,88,100,15.97
256,Kuytun,RU,2022-04-03 22:08:27,54.3419,101.5036,19.83,97,100,3.42
257,Kloulklubed,PW,2022-04-03 22:02:06,7.0419,134.2556,80.55,78,100,5.68
258,Namatanai,PG,2022-04-03 22:08:27,-3.6667,152.4333,81.43,80,96,3.24
259,Zudilovo,RU,2022-04-03 22:08:28,53.4927,83.8937,38.66,99,100,4.14
260,Turayf,SA,2022-04-03 22:08:28,31.6725,38.6637,69.03,17,97,9.13
261,Guamuchil,MX,2022-04-03 22:08:28,25.4667,-108.1,82.74,32,1,13.38
262,Jiuquan,CN,2022-04-03 22:08:29,39.7432,98.5174,45.46,24,3,8.14
263,Payson,US,2022-04-03 22:08:29,40.0444,-111.7321,61.99,19,40,5.75
264,Pevek,RU,2022-04-03 22:08:29,69.7008,170.3133,-12.87,92,22,2.28
265,Sakakah,SA,2022-04-03 22:08:30,29.9697,40.2064,74.73,11,21,10.38
266,Pustoshka,RU,2022-04-03 22:08:30,56.3355,29.369,25.11,85,24,4.65
267,Half Moon Bay,US,2022-04-03 22:08:31,37.4636,-122.4286,76.41,55,0,21.85
268,La Ronge,CA,2022-04-03 22:08:31,55.1001,-105.2842,38.64,86,75,2.17
269,Egvekinot,RU,2022-04-03 22:08:31,66.3167,-179.1667,-6.12,82,65,17.25
270,Kokopo,PG,2022-04-03 22:08:32,-4.352,152.2633,79.45,83,86,1.57
271,Hagere Selam,ET,2022-04-03 22:09:32,6.4833,38.5167,48.2,75,39,5.59
272,Santa Monica,US,2022-04-03 22:08:19,34.0195,-118.4912,73.42,72,20,16.11
273,Hambantota,LK,2022-04-03 22:09:33,6.1241,81.1185,75.54,100,20,3.44
274,Asau,RO,2022-04-03 22:09:33,46.4333,26.4,31.12,93,100,0.89
275,Flinders,AU,2022-04-03 22:05:31,-34.5833,150.8552,68.05,74,6,10.0
276,Mount Gambier,AU,2022-04-03 22:07:39,-37.8333,140.7667,55.44,86,30,2.42
277,Mount Pleasant,US,2022-04-03 22:09:33,32.7941,-79.8626,76.98,29,0,10.36
278,Tomatlan,MX,2022-04-03 22:09:34,19.9333,-105.25,86.47,41,33,13.18
279,Port Hedland,AU,2022-04-03 22:09:34,-20.3167,118.5667,75.25,88,1,5.75
280,Kutum,SD,2022-04-03 22:09:34,14.2,24.6667,75.79,12,80,6.82
281,Honningsvag,NO,2022-04-03 22:09:35,70.9821,25.9704,28.15,50,20,11.5
282,Tabou,CI,2022-04-03 22:09:21,4.423,-7.3528,80.35,83,100,10.47
283,Vila Franca Do Campo,PT,2022-04-03 22:06:50,37.7167,-25.4333,57.61,74,17,12.44
284,Quatre Cocos,MU,2022-04-03 22:09:36,-20.2078,57.7625,78.91,79,41,10.85
285,Reo,BF,2022-04-03 22:09:36,12.3167,-2.4667,86.99,43,76,9.48
286,Qixingtai,CN,2022-04-03 22:09:37,30.4135,111.8874,58.03,68,100,4.99
287,Bada,RU,2022-04-03 22:09:37,51.392,109.8717,25.25,96,100,0.74
288,Torbay,CA,2022-04-03 22:05:43,47.6666,-52.7314,38.57,81,40,32.21
289,Dongzhen,CN,2022-04-03 22:09:37,22.3797,110.9389,58.82,60,0,2.51
290,Nanortalik,GL,2022-04-03 22:09:38,60.1432,-45.2371,35.38,81,95,5.61
291,Bayan,CN,2022-04-03 22:09:38,46.0833,127.4,47.61,41,12,20.45
292,Helong,CN,2022-04-03 22:09:39,42.5397,128.9972,38.44,56,6,6.2
293,Arras,FR,2022-04-03 22:09:39,50.293,2.7819,35.65,86,51,6.96
294,Vardo,NO,2022-04-03 22:05:41,70.3705,31.1107,27.28,68,88,10.69
295,Ambilobe,MG,2022-04-03 22:09:39,-13.2,49.05,72.79,96,93,2.42
