,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
346,Fairbanks,64.8378,-147.7164,8.6,76,75,3.44,US,broken clouds
347,Badarganj,25.674,89.0549,83.57,67,0,13.15,BD,clear sky
348,Chase,50.8165,-119.6857,45.48,98,100,4.76,CA,overcast clouds
349,Shakawe,-18.3667,21.85,79.21,56,98,4.7,BW,overcast clouds
350,Canete,-37.8,-73.4,57.99,52,6,6.8,CL,clear sky
351,Coos Bay,43.3665,-124.2179,52.99,96,100,14.97,US,mist
352,Zhezkazgan,47.8043,67.7144,69.78,32,0,6.71,KZ,clear sky
353,Cap-Aux-Meules,47.3821,-61.8597,30.25,93,75,10.36,CA,light snow
354,Sokoto,13.0609,5.239,105.96,8,100,3.09,NG,overcast clouds
355,Egvekinot,66.3167,-179.1667,-13.74,85,17,18.37,RU,few clouds
356,Edson,53.5835,-116.4356,23.14,93,0,1.14,CA,clear sky
357,Kodoli,16.8833,74.2,85.86,52,70,12.01,IN,heavy intensity rain
358,Kirakira,-10.4544,161.9205,80.58,86,100,14.97,SB,moderate rain
359,Karacsond,47.7296,20.0308,48.78,46,63,12.06,HU,broken clouds
360,Panzhihua,26.5851,101.7128,63.7,75,92,2.91,CN,overcast clouds
361,Rio Gallegos,-51.6226,-69.2181,42.85,70,75,17.27,AR,broken clouds
362,Touros,-5.1989,-35.4608,86.81,58,22,15.68,BR,few clouds
363,Vostok,46.4856,135.8833,33.31,84,35,6.51,RU,scattered clouds
364,Kita,13.0349,-9.4895,103.5,10,6,5.7,ML,clear sky
365,Glinka,54.6404,32.8781,34.75,80,49,9.8,RU,scattered clouds
366,Ahipara,-35.1667,173.1667,64.36,91,100,5.06,NZ,overcast clouds
367,Nakusp,50.2499,-117.8023,39.54,93,100,4.61,CA,light rain
368,Lavrentiya,65.5833,-171.0,-12.05,92,29,11.88,RU,scattered clouds
369,Otane,-39.8833,176.6333,58.01,91,14,2.13,NZ,few clouds
370,Matam,15.6175,-13.3303,94.84,14,0,11.5,SN,clear sky
371,Sitka,57.0531,-135.33,32.9,92,84,4.9,US,broken clouds
372,Haines Junction,60.7522,-137.5108,28.35,64,100,4.61,CA,overcast clouds
373,Sokoni,-6.4333,39.55,87.66,71,7,10.36,TZ,clear sky
374,Damavand,35.7178,52.065,65.03,19,100,5.46,IR,overcast clouds
375,Uige,-7.6087,15.0613,78.96,74,99,2.15,AO,light rain
376,Waingapu,-9.6567,120.2641,78.66,81,16,4.63,ID,few clouds
377,Myitkyina,25.3833,97.4,68.52,94,69,4.03,MM,broken clouds
378,Nassau,40.7507,-73.5829,48.15,59,7,11.99,US,clear sky
379,Srandakan,-7.9386,110.2506,77.38,86,93,1.83,ID,overcast clouds
380,Teguise,29.0605,-13.564,66.42,49,40,18.41,ES,scattered clouds
381,Kincardine,56.0667,-3.7167,57.47,81,100,10.4,GB,overcast clouds
382,Luchow,52.9667,11.15,39.74,96,100,26.15,DE,overcast clouds
383,Oktyabrskoye,43.0645,44.7417,48.34,62,75,17.9,RU,broken clouds
384,Palestine,31.9216,35.2033,78.94,20,1,12.68,PS,clear sky
385,Thinadhoo,0.5333,72.9333,84.18,62,96,0.94,MV,overcast clouds
386,Benguela,-12.5763,13.4055,80.44,77,34,10.04,AO,scattered clouds
387,Yarovoye,52.9273,78.58,42.04,69,81,7.7,RU,broken clouds
388,Morondava,-20.2833,44.2833,84.0,58,0,10.6,MG,clear sky
389,Port-Gentil,-0.7193,8.7815,80.53,77,100,5.5,GA,overcast clouds
390,Lira,2.235,32.9097,93.33,20,74,9.28,UG,broken clouds
391,Manzil Kamil,35.6248,10.6673,60.24,77,75,14.97,TN,broken clouds
392,Vanimo,-2.6741,141.3028,78.85,88,100,6.31,PG,overcast clouds
393,Taltal,-25.4,-70.4833,69.06,59,0,5.53,CL,clear sky
394,Yenotayevka,47.2456,47.0281,54.28,43,100,16.69,RU,overcast clouds
395,Urucara,-2.5364,-57.76,76.91,94,100,2.3,BR,overcast clouds
396,Whitehaven,54.549,-3.5841,49.66,97,100,7.0,GB,overcast clouds
397,Polyanka,50.2584,27.6881,40.64,40,100,12.03,UA,overcast clouds
398,Petropavlovsk-Kamchatskiy,53.0452,158.6483,23.59,74,0,4.47,RU,clear sky
399,Nalut,30.3333,10.85,95.86,5,0,24.83,LY,clear sky
400,Viedma,-40.8135,-62.9967,62.08,38,0,17.56,AR,clear sky
401,Berlevag,70.8578,29.0864,26.4,69,100,10.13,NO,overcast clouds
402,Kachug,53.9606,105.8817,9.68,93,47,3.22,RU,scattered clouds
403,Menongue,-14.6585,17.691,76.23,69,57,4.47,AO,light rain
404,La Macarena,2.1837,-73.7849,77.9,86,99,1.88,CO,overcast clouds
405,Anshun,26.25,105.9333,55.76,64,100,7.72,CN,overcast clouds
406,Bat Khela,34.6167,71.9714,76.33,18,0,2.66,PK,clear sky
407,Riverton,40.5219,-111.9391,49.37,40,0,15.99,US,clear sky
408,Plettenberg Bay,-34.0527,23.3716,68.4,67,37,5.44,ZA,scattered clouds
409,Kommunar,59.6206,30.39,40.55,67,100,11.41,RU,overcast clouds
410,Baghdad,33.3406,44.4009,93.11,9,0,14.97,IQ,clear sky
411,Marfino,55.7028,37.3822,39.45,33,0,4.47,RU,clear sky
412,Passagem Franca,-6.1797,-43.7836,85.89,53,100,6.93,BR,overcast clouds
413,Tarko-Sale,64.9225,77.785,29.93,97,100,22.55,RU,snow
414,Inuvik,68.3499,-133.7218,-19.19,69,40,4.61,CA,light snow
415,Ilhabela,-23.7781,-45.3581,81.57,68,2,3.27,BR,clear sky
416,Ketchikan,55.3422,-131.6461,30.51,91,72,6.58,US,broken clouds
417,Hasaki,35.7333,140.8333,48.6,91,100,36.17,JP,overcast clouds
418,Mildura,-34.2,142.15,58.96,55,0,0.0,AU,clear sky
419,Rorvik,64.8621,11.2373,33.91,64,40,5.75,NO,scattered clouds
420,Shimoda,34.6667,138.95,49.1,84,85,11.54,JP,overcast clouds
421,Aklavik,68.2191,-135.0107,-15.86,93,99,9.53,CA,overcast clouds
422,Ambon,-3.6954,128.1814,78.94,83,20,10.36,ID,few clouds
423,Sainte-Martine,45.2501,-73.7992,43.12,82,87,8.05,CA,overcast clouds
424,Eberbach,49.4694,8.9928,50.59,57,100,16.35,DE,overcast clouds
425,Nikel,69.4128,30.222,26.78,88,77,10.22,RU,broken clouds
426,Campechuela,20.2342,-77.2789,82.13,62,6,7.74,CU,clear sky
427,New Glasgow,45.5834,-62.6486,31.78,97,100,18.05,CA,snow
428,Da Nang,16.0678,108.2208,69.78,78,75,3.44,VN,broken clouds
429,Gisborne,-38.6533,178.0042,59.85,88,6,9.53,NZ,clear sky
430,Elban,50.1018,136.5094,32.86,99,100,0.74,RU,overcast clouds
431,Havre-Saint-Pierre,50.2334,-63.5986,30.56,55,0,8.05,CA,clear sky
432,Emerald,-23.5333,148.1667,73.54,78,8,4.61,AU,clear sky
433,Musoma,-1.5,33.8,77.67,57,78,9.66,TZ,broken clouds
434,Avera,33.194,-82.5271,59.56,50,73,9.28,US,broken clouds
435,Hami,42.8,93.45,62.49,12,14,4.54,CN,few clouds
436,Sosnovo-Ozerskoye,52.5249,111.5418,8.53,64,2,6.2,RU,clear sky
437,Manokwari,-0.8667,134.0833,78.55,83,100,4.23,ID,overcast clouds
438,Eyl,7.9803,49.8164,82.58,62,60,13.2,SO,broken clouds
439,Calvinia,-31.4707,19.776,57.99,61,97,13.98,ZA,overcast clouds
440,Goundam,16.4145,-3.6708,106.59,6,10,8.86,ML,clear sky
441,Taoudenni,22.6783,-3.9836,99.28,7,0,17.92,ML,clear sky
442,Nueva Concepcion,14.2,-91.3,83.89,60,0,4.52,GT,clear sky
443,Sal Rei,16.1833,-22.9167,75.4,64,75,12.66,CV,broken clouds
444,Pimenteiras,-6.2453,-41.4192,82.63,72,68,7.31,BR,broken clouds
445,Suntar,62.1444,117.6319,0.9,98,80,3.04,RU,broken clouds
446,Ursulo Galvan,22.7333,-98.3,75.2,86,6,5.12,MX,clear sky
447,Grootfontein,-19.5667,18.1167,76.57,57,14,3.44,NA,few clouds
448,Vuktyl,63.8567,57.3094,27.39,87,100,8.3,RU,overcast clouds
449,Los Banos,14.1667,121.1833,81.09,81,70,9.75,PH,broken clouds
450,Houston,29.7633,-95.3633,72.34,82,75,12.66,US,mist
451,Sola,-13.8833,167.55,81.86,76,97,11.21,VU,overcast clouds
452,Komsomolskiy,40.4272,71.7189,75.92,25,0,2.3,UZ,clear sky
453,Roros,62.5747,11.3842,28.24,59,40,17.27,NO,scattered clouds
454,Kayes,14.0,-11.0,100.06,10,57,9.93,ML,broken clouds
455,Scarborough,54.2797,-0.4044,57.92,74,100,10.0,GB,overcast clouds
456,Puro,12.4841,123.3827,79.81,84,100,12.68,PH,overcast clouds
457,Northam,51.0333,-4.2167,53.38,95,100,15.35,GB,overcast clouds
458,Fengrun,39.8333,118.1167,60.78,47,32,10.09,CN,scattered clouds
459,Ulaangom,49.9811,92.0667,26.82,95,100,0.13,MN,overcast clouds
460,Shingu,33.7333,135.9833,45.73,77,0,8.5,JP,clear sky
461,Tual,-5.6667,132.75,82.67,66,100,6.64,ID,overcast clouds
462,Iskateley,67.6803,53.1512,16.11,96,95,6.31,RU,overcast clouds
463,San Cristobal,7.7669,-72.225,79.81,52,100,6.98,VE,overcast clouds
464,Adre,13.4667,22.2,99.75,15,14,5.53,TD,few clouds
465,Byron Bay,-28.65,153.6167,68.94,87,31,5.84,AU,scattered clouds
466,Blantyre,-15.785,35.0085,74.34,81,48,1.79,MW,light rain
467,Bilibino,68.0546,166.4372,-19.97,90,13,5.86,RU,few clouds
468,Deputatskiy,69.3,139.9,-18.0,98,43,2.33,RU,scattered clouds
469,Vestmanna,62.1564,-7.1664,34.72,64,100,13.8,FO,overcast clouds
470,Missungwi,-2.85,33.0833,81.82,48,61,7.31,TZ,broken clouds
471,Matadi,-5.8167,13.45,90.37,58,99,3.98,CD,light rain
472,Coahuayana,18.7333,-103.6833,69.89,60,11,1.7,MX,few clouds
473,Sambava,-14.2667,50.1667,80.28,84,99,8.41,MG,moderate rain
474,Virginia Beach,36.8529,-75.978,51.06,51,39,4.0,US,scattered clouds
475,Goma,-1.6792,29.2228,71.87,73,71,1.59,CD,light rain
476,Kavieng,-2.5744,150.7967,80.29,84,100,15.19,PG,moderate rain
477,Ulladulla,-35.35,150.4667,51.76,80,0,3.69,AU,clear sky
478,Seymchan,62.8833,152.4333,-10.34,99,98,1.1,RU,overcast clouds
479,Flinders,-34.5833,150.8552,64.26,72,1,3.0,AU,clear sky
480,Monrovia,6.3005,-10.7969,83.37,67,61,9.73,LR,broken clouds
481,Standerton,-26.9337,29.2415,56.61,85,100,3.83,ZA,overcast clouds
482,Gizo,-8.103,156.8419,81.81,82,92,12.97,SB,moderate rain
483,Hudson Bay,52.85,-102.3842,27.79,93,100,5.44,CA,overcast clouds
484,Bukachacha,52.9833,116.9167,8.44,90,22,3.74,RU,few clouds
485,Abalak,58.1286,68.5944,38.5,100,100,7.85,RU,overcast clouds
486,Meulaboh,4.1363,96.1285,77.43,87,100,2.44,ID,overcast clouds
487,Kristiinankaupunki,62.2743,21.376,33.24,73,100,5.41,FI,overcast clouds
488,Dwarka,22.2394,68.9678,80.78,66,31,11.12,IN,scattered clouds
489,Faya,18.3851,42.4509,75.7,14,3,4.03,SA,clear sky
490,Los Algarrobos,8.5,-82.4333,77.41,89,40,3.44,PA,scattered clouds
491,Benton Harbor,42.1167,-86.4542,44.33,92,100,5.01,US,overcast clouds
492,Bacolod,10.6667,122.95,79.83,82,100,12.39,PH,overcast clouds
493,Yushan,31.3776,120.9543,54.91,66,100,7.92,CN,overcast clouds
494,Genhe,50.7833,121.5167,21.49,57,100,6.31,CN,overcast clouds
495,Osorno,-40.5667,-73.15,53.26,84,87,1.77,CL,overcast clouds
496,Port Lincoln,-34.7333,135.8667,62.46,84,6,12.12,AU,clear sky
497,Lata,40.1629,-8.3327,56.8,23,80,10.98,PT,broken clouds
498,Pierre,44.3683,-100.351,34.05,80,75,13.0,US,mist
499,Usinsk,65.9939,57.5281,23.02,84,100,11.9,RU,overcast clouds
500,Kharan,28.5833,65.4167,88.57,6,4,6.33,PK,clear sky
501,Nisia Floresta,-6.0911,-35.2086,86.81,53,16,12.64,BR,few clouds
502,Chimoio,-19.1164,33.4833,82.26,69,75,4.41,MZ,broken clouds
503,Aguas Formosas,-17.0822,-40.9358,83.3,55,67,4.16,BR,broken clouds
504,Davila,18.4726,120.5763,77.77,81,57,25.55,PH,broken clouds
505,Ilinskiy,55.619,38.1182,39.58,35,0,8.95,RU,clear sky
506,Darnah,32.767,22.6367,77.45,38,31,16.51,LY,scattered clouds
507,Mariental,-24.6333,17.9667,84.78,11,0,15.23,NA,clear sky
508,Itaueira,-7.6033,-43.0256,89.19,42,22,9.44,BR,few clouds
509,Yambio,4.5721,28.3955,92.66,35,100,3.33,SS,light rain
510,Florianopolis,-27.6146,-48.5012,78.62,93,75,4.61,BR,moderate rain
511,Chicama,-7.8447,-79.1469,73.0,73,100,4.94,PE,overcast clouds
512,Talcahuano,-36.7167,-73.1167,53.76,59,31,6.46,CL,scattered clouds
513,Creel,27.75,-107.6333,42.13,57,1,3.85,MX,clear sky
514,Murgab,37.4966,61.9714,86.97,10,0,5.08,TM,clear sky
515,Kisesa,-3.0833,34.15,72.45,61,100,1.99,TZ,light rain
516,Port Macquarie,-31.4333,152.9167,63.9,87,3,4.74,AU,clear sky
517,Klaksvik,62.2266,-6.589,36.52,63,100,19.06,FO,overcast clouds
518,Port Keats,-14.25,129.55,81.72,73,5,6.2,AU,clear sky
519,Lamar,33.6668,-95.5836,63.64,76,100,7.11,US,overcast clouds
520,Serrinha,-11.6642,-39.0075,88.03,42,43,9.46,BR,scattered clouds
521,Cukai,4.25,103.4167,79.39,82,42,5.12,MY,scattered clouds
522,Sobolevo,54.4299,31.8996,35.69,76,98,11.25,RU,overcast clouds
523,Dolinsk,47.35,142.8,37.81,82,0,11.48,RU,clear sky
524,Mkushi,-13.6202,29.3939,77.14,66,25,3.58,ZM,scattered clouds
525,San Pedro,14.35,121.0167,81.36,70,66,11.54,PH,broken clouds
526,Buin,-33.7333,-70.75,71.87,26,0,2.98,CL,clear sky
527,Namibe,-15.1961,12.1522,75.24,71,95,14.54,AO,overcast clouds
528,Kismayo,-0.3582,42.5454,83.88,70,74,17.27,SO,broken clouds
529,Fairhope,30.523,-87.9033,67.71,61,0,6.91,US,clear sky
530,Hihya,30.6713,31.588,86.47,12,0,18.25,EG,clear sky
531,Sorland,67.667,12.6934,32.31,49,5,16.37,NO,clear sky
532,Progreso,21.2833,-89.6667,79.11,69,0,14.88,MX,clear sky
533,Namatanai,-3.6667,152.4333,78.55,85,100,8.05,PG,overcast clouds
534,Cotofanesti,46.15,26.9833,46.51,32,100,5.91,RO,overcast clouds
535,Tshikapa,-6.4167,20.8,89.67,49,15,0.25,CD,light rain
536,Bonthe,7.5264,-12.505,87.93,48,11,11.52,SL,few clouds
537,Calama,-22.4667,-68.9333,66.74,14,0,4.45,CL,clear sky
538,Berezanskaya,45.7056,39.5932,46.87,60,88,18.05,RU,overcast clouds
539,Beatrice,40.2681,-96.747,36.18,86,0,9.22,US,clear sky
540,Trebisacce,39.8708,16.5312,58.35,75,100,6.96,IT,overcast clouds
541,Qui Nhon,13.7667,109.2333,73.18,82,99,17.72,VN,overcast clouds
542,Yar-Sale,66.8333,70.8333,26.89,95,100,18.12,RU,light snow
543,Anchorage,61.2181,-149.9003,33.84,89,100,0.0,US,light rain
544,Elko,41.0002,-115.5012,42.15,32,100,8.5,US,overcast clouds
545,Bilma,18.6853,12.9164,105.85,3,9,12.62,NE,clear sky
546,Bulaevo,54.9056,70.4439,43.61,83,100,10.09,KZ,overcast clouds
547,Meadow Lake,34.8014,-106.5436,51.46,37,82,8.61,US,broken clouds
548,Cabinda,-5.55,12.2,84.06,70,95,10.33,AO,overcast clouds
549,Nizwa,22.9333,57.5333,92.64,8,0,8.05,OM,clear sky
550,Kishtwar,33.3167,75.7667,62.19,39,4,1.57,IN,clear sky
551,Kitimat,54.0524,-128.6534,33.91,44,100,3.6,CA,overcast clouds
552,Volchikha,52.0333,80.3833,40.69,84,95,6.67,RU,overcast clouds
553,Santa Maria,-29.6842,-53.8069,68.59,95,99,2.51,BR,overcast clouds
554,Jalu,29.0331,21.5482,101.79,4,0,13.98,LY,clear sky
555,Olafsvik,64.8945,-23.7142,31.98,66,66,20.11,IS,broken clouds
556,Asosa,10.0667,34.5333,82.65,32,63,3.18,ET,broken clouds
557,Klamath Falls,42.2249,-121.7817,40.86,89,100,9.22,US,overcast clouds
558,East Chicago,41.6392,-87.4548,51.85,80,75,14.97,US,broken clouds
559,Aasiaat,68.7098,-52.8699,21.34,84,17,8.57,GL,few clouds
560,San Policarpo,12.1791,125.5072,80.91,87,100,14.94,PH,light rain
561,Kelvington,52.1667,-103.5343,26.8,92,100,15.17,CA,overcast clouds
562,Roald,62.5833,6.1333,37.9,75,75,10.36,NO,light snow
563,La Tuque,47.4334,-72.7824,32.9,79,24,8.1,CA,few clouds
564,Juazeiro,-9.4117,-40.4986,87.96,40,18,15.3,BR,light rain
565,Zarautz,43.2844,-2.1699,51.46,44,19,7.02,ES,few clouds
566,Altay,47.8667,88.1167,40.68,53,100,8.7,CN,overcast clouds
567,Ambilobe,-13.2,49.05,80.17,86,99,3.74,MG,light rain
568,Sestri Levante,44.2732,9.3968,58.51,65,60,5.01,IT,broken clouds
569,Kingman,35.1894,-114.053,55.54,39,0,1.01,US,clear sky
570,Burnie,-41.0667,145.9167,56.75,75,17,10.98,AU,few clouds
571,Westport,41.1415,-73.3579,47.89,60,7,11.01,US,clear sky
572,Nogliki,51.8333,143.1667,36.34,83,16,13.85,RU,few clouds
573,Khash,28.2211,61.2158,81.79,6,96,7.11,IR,overcast clouds
574,Taloqan,36.7361,69.5345,69.96,27,0,3.47,AF,clear sky
575,Mangaluru,12.8667,74.8833,86.86,70,20,8.05,IN,few clouds
576,Cedar City,37.6775,-113.0619,45.03,41,4,2.01,US,clear sky
577,Sechura,-5.5569,-80.8222,72.63,71,99,9.64,PE,overcast clouds
578,Moroni,-11.7022,43.2551,82.2,76,23,2.06,KM,light rain
579,Itoman,26.1247,127.6694,64.42,68,20,5.75,JP,few clouds
580,Ayr,55.4627,-4.6339,55.29,87,100,12.66,GB,overcast clouds
581,Abong Mbang,3.9833,13.1833,84.87,46,92,4.18,CM,overcast clouds
582,Serenje,-13.2325,30.2352,74.62,71,19,5.03,ZM,light rain
583,Newport,51.5877,-2.9984,59.05,79,100,4.0,GB,overcast clouds
584,Ballina,-28.8667,153.5667,69.01,96,29,4.61,AU,scattered clouds
585,Mehamn,71.0357,27.8492,26.62,75,100,10.65,NO,overcast clouds
586,Praia Da Vitoria,38.7333,-27.0667,58.96,64,100,9.91,PT,overcast clouds
587,Bull Savanna,17.8868,-77.5902,78.93,64,47,5.59,JM,scattered clouds
588,Teya,60.3778,92.6267,14.25,95,100,4.25,RU,overcast clouds
589,Key West,24.5557,-81.7826,86.0,58,20,0.0,US,few clouds
590,Buala,-8.145,159.5921,81.19,83,97,14.07,SB,light rain
591,Hirara,24.8,125.2833,68.74,61,0,18.12,JP,clear sky
592,Murovani Kurylivtsi,48.7235,27.5189,43.05,30,100,11.74,UA,overcast clouds
593,Trzcianka,53.0406,16.4563,46.22,47,100,24.09,PL,light rain
594,Livani,56.3543,26.1758,36.5,93,100,13.4,LV,overcast clouds
595,Mount Gambier,-37.8333,140.7667,46.31,93,100,0.0,AU,mist
596,Kutum,14.2,24.6667,94.48,7,12,4.05,SD,few clouds
597,Bandarbeyla,9.4942,50.8122,81.97,65,100,12.57,SO,overcast clouds
598,Yeppoon,-23.1333,150.7333,73.18,75,20,10.92,AU,few clouds
599,Necochea,-38.5473,-58.7368,59.34,39,0,14.05,AR,clear sky
600,Dingle,10.9995,122.6711,77.25,86,100,6.96,PH,overcast clouds
601,Odiong,10.2858,123.0526,78.89,80,100,3.87,PH,overcast clouds
602,Huarmey,-10.0681,-78.1522,71.04,81,96,6.17,PE,overcast clouds
603,Arti,56.4234,58.5328,38.88,100,100,3.2,RU,overcast clouds
604,Solok,-0.7918,100.6593,72.55,92,58,2.35,ID,broken clouds
605,Aksehir,38.3575,31.4164,62.01,37,100,16.49,TR,overcast clouds
606,Amapa,1.0,-52.0,76.64,94,95,1.3,BR,overcast clouds
607,Nova Olinda Do Norte,-3.8881,-59.0942,83.16,75,97,0.63,BR,overcast clouds
608,Kumluca,36.3703,30.2869,69.55,50,17,5.75,TR,few clouds
609,Jaypur,18.85,82.5833,86.65,39,57,8.43,IN,broken clouds
610,Mindyak,54.0231,58.7891,45.88,96,100,3.94,RU,overcast clouds
611,Verkh-Usugli,52.7,115.1667,10.72,80,86,4.94,RU,overcast clouds
612,Balgazyn,51.0,95.2,32.14,92,100,2.19,RU,overcast clouds
613,Yumen,40.2833,97.2,54.82,15,0,10.0,CN,clear sky
614,Bafia,4.75,11.2333,94.68,34,65,4.54,CM,broken clouds
615,Yinchuan,38.4681,106.2731,58.51,13,0,5.37,CN,clear sky
616,Indramayu,-6.3264,108.32,80.69,76,66,5.66,ID,broken clouds
617,Shihezi,44.3,86.0333,64.74,26,0,8.32,CN,clear sky
618,Petatlan,17.5167,-101.2667,71.4,46,0,1.23,MX,clear sky
619,Mahajanga,-15.7167,46.3167,83.44,69,2,8.08,MG,clear sky
620,Vao,-22.6667,167.4833,79.18,83,100,16.17,NC,overcast clouds
621,Mbekenyera,-10.0,38.9833,81.59,84,20,2.95,TZ,light rain
622,Tottenham,-32.2333,147.35,63.84,49,0,7.49,AU,clear sky
623,Merauke,-8.4667,140.3333,80.55,80,87,8.7,ID,overcast clouds
624,Gorin,51.1983,136.6669,30.79,86,100,3.02,RU,overcast clouds
625,Labuhan,-6.8844,112.2051,78.67,84,20,5.06,ID,few clouds
626,Constantine,36.365,6.6147,60.21,67,75,12.66,DZ,broken clouds
627,Mbanza-Ngungu,-5.25,14.8667,82.8,62,80,3.24,CD,broken clouds
628,Papar,5.7333,115.9333,78.8,83,64,3.74,MY,broken clouds
629,Camana,-16.6228,-72.7111,71.62,76,50,8.55,PE,scattered clouds
630,Petrila,45.45,23.4167,39.61,58,75,6.13,RO,broken clouds
631,Kirkuk,35.4681,44.3922,80.62,17,8,11.88,IQ,clear sky
632,Mayskiy,47.6931,40.1025,44.01,48,100,17.9,RU,overcast clouds
633,Atagay,55.1033,99.3875,26.67,71,100,4.9,RU,overcast clouds
634,Butajira,8.1167,38.3667,78.26,30,51,10.45,ET,broken clouds
635,Rundu,-17.9333,19.7667,77.72,63,71,3.04,NA,light rain
636,Lexington,37.9887,-84.4777,48.29,62,100,1.01,US,overcast clouds
637,Kitgum,3.2783,32.8867,95.54,20,90,10.09,UG,overcast clouds
638,Antofagasta,-23.65,-70.4,72.21,49,3,7.78,CL,clear sky
639,Cockburn Town,21.4612,-71.1419,78.3,78,31,16.24,TC,scattered clouds
640,Crossville,35.949,-85.0269,52.9,45,92,1.99,US,overcast clouds
641,Hobyo,5.3505,48.5268,83.68,63,94,8.95,SO,overcast clouds
642,Mnogovershinnyy,53.9353,139.9242,22.6,62,23,10.83,RU,few clouds
643,Barentu,15.1139,37.5928,98.06,12,0,12.8,ER,clear sky
644,Boende,-0.2167,20.8667,91.58,44,92,1.79,CD,overcast clouds
645,Pombia,45.653,8.6336,56.32,54,40,5.75,IT,scattered clouds
646,Kangaatsiaq,68.3065,-53.4641,24.58,87,40,6.35,GL,scattered clouds
647,Pandan,14.0453,124.1694,79.03,89,100,16.62,PH,overcast clouds
648,Nedjo,9.5046,35.5019,80.22,28,94,7.45,ET,overcast clouds
649,Papara,-3.9839,-38.7273,77.4,81,100,6.64,BR,overcast clouds
650,Tutoia,-2.7619,-42.2744,85.64,67,86,7.43,BR,overcast clouds
651,Ulverstone,-41.15,146.1667,56.91,76,18,10.09,AU,few clouds
652,Vengerovo,55.6848,76.7471,35.53,100,100,8.99,RU,overcast clouds
653,Freeport,40.6576,-73.5832,48.47,56,0,10.36,US,clear sky
654,Saint Marys,30.7305,-81.5465,71.13,75,0,0.0,US,clear sky
655,Kulhudhuffushi,6.6221,73.07,83.3,69,100,1.12,MV,overcast clouds
656,Batagay,67.6333,134.6333,-14.3,100,85,1.1,RU,overcast clouds
657,Kilimatinde,-5.85,34.95,84.24,43,95,4.88,TZ,overcast clouds
658,Mount Isa,-20.7333,139.5,80.37,14,5,11.5,AU,light rain
659,San Andres,12.5847,-81.7006,82.42,78,40,10.36,CO,scattered clouds
660,Sisimiut,66.9395,-53.6735,32.16,82,25,5.28,GL,scattered clouds
661,Pochutla,15.7432,-96.4661,75.02,50,0,2.26,MX,clear sky
662,Sinop,41.7711,34.8709,45.03,82,97,5.97,TR,overcast clouds
663,Qaqortoq,60.7167,-46.0333,39.02,69,100,3.83,GL,overcast clouds
664,Along,28.1667,94.7667,65.64,96,100,0.81,IN,overcast clouds
665,Comodoro Rivadavia,-45.8667,-67.5,58.86,38,0,34.52,AR,clear sky
666,Valparaiso,-33.0393,-71.6273,62.83,58,0,5.75,CL,clear sky
667,Mogadishu,2.0371,45.3438,83.21,72,13,17.05,SO,few clouds
668,Miles City,46.4083,-105.8406,40.17,60,0,14.97,US,clear sky
669,Nagato,34.3833,131.2,46.2,59,0,1.88,JP,clear sky
670,Abnub,27.2696,31.1511,102.11,4,18,15.03,EG,few clouds
671,Jertih,5.7336,102.4897,77.09,90,100,4.29,MY,overcast clouds
672,Matara,5.9485,80.5353,78.4,84,24,2.86,LK,few clouds
673,Atbasar,51.8,68.3333,36.63,100,100,9.8,KZ,overcast clouds
674,Narsipatnam,17.6667,82.6167,80.31,76,20,3.8,IN,few clouds
675,Dayong,25.0209,118.2898,56.84,65,0,1.41,CN,clear sky
676,Talaya,61.3833,152.75,-15.36,100,67,2.66,RU,broken clouds
677,Ramanathapuram,9.3833,78.8333,84.97,66,20,14.58,IN,few clouds
678,Udomlya,57.8794,34.9925,37.09,64,81,6.78,RU,broken clouds
679,Srednekolymsk,67.45,153.6833,-3.57,99,100,4.56,RU,overcast clouds
680,Shu,43.5983,73.7614,63.21,45,92,4.97,KZ,overcast clouds
681,Shelburne,44.0787,-80.2041,34.36,94,100,2.95,CA,overcast clouds
682,Bac Lieu,9.285,105.7244,80.31,78,80,13.42,VN,broken clouds
